Pregunta,Intencion,clean_txt
tengo un debito duplicado en mi resumen,Cat_129,tengo un debito duplicado en mi resumen
quiero cambiar mi tarjeta clásica por la tarjeta plateada,Cat_86,quiero cambiar mi tarjeta clasica por la tarjeta plateada
tengo mi tarjeta de débito pero la quiero activar nunca la use,Cat_301,tengo mi tarjeta de debito pero la quiero activar nunca la use
necesito el telefono para hacer un reclamo,Cat_135,necesito el telefono para hacer un reclamo
como pago deuda credito prendario,Cat_192,como pago deuda credito prendario
puedo comprar viviendas usadas mediante el préstamo hipotecario?,Cat_211,puedo comprar viviendas usadas mediante el prestamo hipotecario
me podrán dar información de un préstamo personal,Cat_225,me podran dar informacion de un prestamo personal
cuanto dinero podia pedir .,Cat_236,cuanto dinero podia pedir
lista de concesionarios,Cat_223,lista de concesionarios
como calcular lo que se compone el pago minimo,Cat_351,como calcular lo que se compone el pago minimo
caja ahorrar otro banco querer pagar tarjeta credito santander,Cat_342,caja ahorrar otro banco querer pagar tarjeta credito santander
cuenta jubilados,Cat_63,cuenta jubilados
puedo saber en que estado se encuentra la solicitud de reimpresión de tarjeta,Cat_293,puedo saber en que estado se encuentra la solicitud de reimpresion de tarjeta
poder hacer pagar tarjeta banco,Cat_342,poder hacer pagar tarjeta banco
costo extración cajero automatico,Cat_96,costo extracion cajero automatico
vendí lebacs y todavia no se si validaron lo orden,Cat_167,vendi lebacs y todavia no se si validaron lo orden
generar clave pagina,Cat_1,generar clave pagina
necesito q me desbloqueen las tarj,Cat_286,necesito q me desbloqueen las tarj
no encuentro donde pedir la tarjeta adicional,Cat_334,no encuentro donde pedir la tarjeta adicional
quiero renovar un plazo fijo que se me acreditó el viernes,Cat_181,quiero renovar un plazo fijo que se me acredito el viernes
si quiero saber si tengo credito en mi tarjeta,Cat_303,si quiero saber si tengo credito en mi tarjeta
adheri metrogas a debito automatico. hace dos meses. no me debita el pago y hace dos meses que tengo la factura impaga,Cat_129,adheri metrogas a debito automatico hace dos meses no me debita el pago y hace dos meses que tengo la factura impaga
cuándo puedo sacar los bonos para vender?,Cat_163,cuando puedo sacar los bonos para vender
puedo deducir parte del impuesto a las ganancias de mi prestamo hipotecario?,Cat_201,puedo deducir parte del impuesto a las ganancias de mi prestamo hipotecario
quiero abrir una segunda cuenta,Cat_39,quiero abrir una segunda cuenta
necesito dar de baja un producto que se debita de mi cuenta,Cat_292,necesito dar de baja un producto que se debita de mi cuenta
requisito tarjeta mastercard,Cat_337,requisito tarjeta mastercard
queria consultar por un debito automatico que no se realizo,Cat_129,queria consultar por un debito automatico que no se realizo
di de baja debito automatico de cablevision e igual lo debitaron,Cat_292,di de baja debito automatico de cablevision e igual lo debitaron
donde puedo obtener información para inscribirme al programa procrear?,Cat_200,donde puedo obtener informacion para inscribirme al programa procrear
desbloquear clabe banelco,Cat_288,desbloquear clabe banelco
que tan arriesgado es invertir en bonos?,Cat_178,que tan arriesgado es invertir en bonos
intento realizar una transferencia ingrese los datos y pongo continuar pero no lo acepta,Cat_80,intento realizar una transferencia ingrese los datos y pongo continuar pero no lo acepta
por cuanto tiempo tengo la cuenta sueldo sin cargo?,Cat_72,por cuanto tiempo tengo la cuenta sueldo sin cargo
nesecito la tarjeta de débito porque ya está muy deteriorada,Cat_316,nesecito la tarjeta de debito porque ya esta muy deteriorada
pagar resumen sin factura,Cat_342,pagar resumen sin factura
yo tenia una cuenta que di de baja y ahora me aparece en el ho tengo la baja firmada en el banco,Cat_41,yo tenia una cuenta que di de baja y ahora me aparece en el ho tengo la baja firmada en el banco
quiero hacer una compra y no puedo,Cat_286,quiero hacer una compra y no puedo
telefonos de consulta,Cat_147,telefonos de consulta
como blanqueo mi clave fiscal ?,Cat_95,como blanqueo mi clave fiscal
como te va?,Cat_12,como te va
cual es el valor de la cuota para un prestamos hipotecarios de a meses,Cat_251,cual es el valor de la cuota para un prestamos hipotecarios de a meses
puedo tomar mi prestamo hipotecario en cualquier punto del pais?,Cat_211,puedo tomar mi prestamo hipotecario en cualquier punto del pais
tengo credito disponible en la amex?,Cat_303,tengo credito disponible en la amex
que es el pago automatico?,Cat_106,que es el pago automatico
no puedo operar a traves de online banking,Cat_117,no puedo operar a traves de online banking
la semana pasada hice una compra de acciones y en portal de la caja de valores no me aparecen,Cat_164,la semana pasada hice una compra de acciones y en portal de la caja de valores no me aparecen
no estaría funcionando la tarjeta que tengo que hacer,Cat_286,no estaria funcionando la tarjeta que tengo que hacer
como puedo hacer para activar el adelanto de sueldo,Cat_57,como puedo hacer para activar el adelanto de sueldo
si dejo de ser cliente del banco que sucede con el prestamo prendario?,Cat_238,si dejo de ser cliente del banco que sucede con el prestamo prendario
donde informo mi número de socio advantage?,Cat_278,donde informo mi numero de socio advantage
no enviar nueva tarjeta debito,Cat_293,no enviar nueva tarjeta debito
la tarjeja de devito se rompió como ago ?,Cat_316,la tarjeja de devito se rompio como ago
donde puedo reclamar por un debito que se me realizo si no es mio?,Cat_112,donde puedo reclamar por un debito que se me realizo si no es mio
duplicar compra debitaronon,Cat_112,duplicar compra debitaronon
cuando sortean ?,Cat_143,cuando sortean
cuanto es la tasa de la hipoteca?,Cat_258,cuanto es la tasa de la hipoteca
fecha de débito de ccreditos prendarios,Cat_239,fecha de debito de ccreditos prendarios
cúal monto maximo permitir pago servicio pagomiscuentas,Cat_132,cual monto maximo permitir pago servicio pagomiscuentas
¿como blanqueo la tarjeta desde la app santander ?,Cat_288,como blanqueo la tarjeta desde la app santander
keria saber mi credito de tarjeta,Cat_303,keria saber mi credito de tarjeta
me pueden dar informacion al respecto o si hay algun requisito que no cumplo para el prestamo,Cat_248,me pueden dar informacion al respecto o si hay algun requisito que no cumplo para el prestamo
no está disponible el resumen online,Cat_138,no esta disponible el resumen online
para hacer una transferencia x on line debo activar el touken de seguridad?,Cat_83,para hacer una transferencia x on line debo activar el touken de seguridad
quiero activar la tarjeta que recibí,Cat_301,quiero activar la tarjeta que recibi
adonde debo dirigirme para solicitar prestamo,Cat_223,adonde debo dirigirme para solicitar prestamo
quiero saber el saldo de mi tarjeta de credito,Cat_303,quiero saber el saldo de mi tarjeta de credito
cuanto demora en llegar una transferencia a otro país?,Cat_36,cuanto demora en llegar una transferencia a otro pais
extraccion de dinero en el exterior,Cat_298,extraccion de dinero en el exterior
es para solicitar la tarjeta visa,Cat_337,es para solicitar la tarjeta visa
q son los beneficios duo,Cat_139,q son los beneficios duo
a quien me dirijo para que no me envien mas emails a mi cuenta,Cat_136,a quien me dirijo para que no me envien mas emails a mi cuenta
yo tengo mi tarjeta de credito bloqueada querria saber si cuando voy a poder volver a utilizarla?,Cat_314,yo tengo mi tarjeta de credito bloqueada querria saber si cuando voy a poder volver a utilizarla
querer online banking adhesion debitar impuesto,Cat_132,querer online banking adhesion debitar impuesto
cada cuanto capitalizan las lecap,Cat_159,cada cuanto capitalizan las lecap
necesitaria saber si la cuenta aun sigue bloqueada,Cat_51,necesitaria saber si la cuenta aun sigue bloqueada
necesito un endoso con un cambio de direccion,Cat_267,necesito un endoso con un cambio de direccion
dudar comision cobro banco,Cat_96,dudar comision cobro banco
como puedo hacer si el premio que pedí llegue con fallas?,Cat_329,como puedo hacer si el premio que pedi llegue con fallas
quiero preguntar costo mantenimiento,Cat_96,quiero preguntar costo mantenimiento
quiero hacer un reclamo sobre un debito automatico que yo no solicite,Cat_135,quiero hacer un reclamo sobre un debito automatico que yo no solicite
generación clave token.,Cat_5,generacion clave token
quiero saber si el superprestamo prendario uvas se puede aplicar a la compra de una moto,Cat_228,quiero saber si el superprestamo prendario uvas se puede aplicar a la compra de una moto
quiero saber si me pueden ofrecer un préstamo personal,Cat_225,quiero saber si me pueden ofrecer un prestamo personal
estaría necitando el resumen de este mes cuanto es?,Cat_138,estaria necitando el resumen de este mes cuanto es
sabados y domingos se puede pedir el préstamo?,Cat_223,sabados y domingos se puede pedir el prestamo
si me otorgan el préstamo hipotecario  cuales serían los pasos a seguir?,Cat_241,si me otorgan el prestamo hipotecario cuales serian los pasos a seguir
cómo hago para que no se renueve un plazo fijo?,Cat_180,como hago para que no se renueve un plazo fijo
a cuanto me toman el dolar?,Cat_166,a cuanto me toman el dolar
no estoy viendo las millas que acumulé en advantage.,Cat_275,no estoy viendo las millas que acumule en advantage
me das de baja una extensión?,Cat_338,me das de baja una extension
quiero hacer la renovacion de lebac,Cat_162,quiero hacer la renovacion de lebac
hice la denuncia de que me han robado la cartera y me han dicho que me iban a mandar un correo y no me han mandado nada.,Cat_270,hice la denuncia de que me han robado la cartera y me han dicho que me iban a mandar un correo y no me han mandado nada
cuando vencen las letras?,Cat_161,cuando vencen las letras
me cobraron dos veces con la de debito,Cat_112,me cobraron dos veces con la de debito
quiero la contactless,Cat_291,quiero la contactless
necesito cambiar el importe del debito de la amex.,Cat_345,necesito cambiar el importe del debito de la amex
comisión caja de ahorro,Cat_96,comision caja de ahorro
quiero rechazar este seguro de desempleo. no lo pedi y me niego a pagarlo.,Cat_264,quiero rechazar este seguro de desempleo no lo pedi y me niego a pagarlo
recibí un reclamo por falta de pago de las tarjetas,Cat_193,recibi un reclamo por falta de pago de las tarjetas
costo de transferencia en dolares a una cuenta propia de otro bsnco,Cat_83,costo de transferencia en dolares a una cuenta propia de otro bsnco
estoy buscando el colegio para pagar pero no está en la lista  como hago?,Cat_130,estoy buscando el colegio para pagar pero no esta en la lista como hago
querer cancelar universitario cuenta,Cat_41,querer cancelar universitario cuenta
como hago si quiero simular un prestamo personal?,Cat_251,como hago si quiero simular un prestamo personal
quiero saber por que no se ha podido debitar el servicio de cablevision de mi cuenta,Cat_129,quiero saber por que no se ha podido debitar el servicio de cablevision de mi cuenta
quiero conformar un plazo fijo de mi cuenta,Cat_181,quiero conformar un plazo fijo de mi cuenta
dejo mi numero de contacto,Cat_134,dejo mi numero de contacto
cajero monton extraccion excedia,Cat_287,cajero monton extraccion excedia
necesito comprar una casa como tengo que hacer,Cat_228,necesito comprar una casa como tengo que hacer
querer poner debito automatico gas no saber,Cat_132,querer poner debito automatico gas no saber
¿hay inversiones en letes hoy?,Cat_156,hay inversiones en letes hoy
había olvidado la clave alfa numerica,Cat_288,habia olvidado la clave alfa numerica
estoy tratando de sacar la clave de home banking pero al final me pide un codigo y no se cual es,Cat_1,estoy tratando de sacar la clave de home banking pero al final me pide un codigo y no se cual es
si podían enviar una extensión que solicité a mi sucursal para retirarla allí,Cat_318,si podian enviar una extension que solicite a mi sucursal para retirarla alli
fechas de futuras licitaciones de bonos,Cat_156,fechas de futuras licitaciones de bonos
debitos incorrecto extración cajero hacer,Cat_112,debitos incorrecto extracion cajero hacer
me robaron como le doy de baja?,Cat_294,me robaron como le doy de baja
la fecha renovacion del plazo fijo donde la encuentro?,Cat_180,la fecha renovacion del plazo fijo donde la encuentro
quiero consultar por acreditacón de pago de tarjeta,Cat_279,quiero consultar por acreditacon de pago de tarjeta
puedo pagar un impuesto con mi tarjeta?,Cat_132,puedo pagar un impuesto con mi tarjeta
hay alguna promocion para punta del este tal como fue el año pasado?,Cat_311,hay alguna promocion para punta del este tal como fue el ano pasado
