Pregunta,Intencion,Pregunta_T1,clean_txt,clean_txt_T1
quisiera saber mi numero de cuenta,Cat_68,Me gustaria saber mi numero de cuenta,quisiera saber mi numero de cuenta,me gustaria saber mi numero de cuenta
el resumen de la tarjeta,Cat_138,el resumen de la tarjeta,el resumen de la tarjeta,el resumen de la tarjeta
como puedo adherirme a santander woman?,Cat_357,¿Cómo puedo unirme a Santander Woman?,como puedo adherirme a santander woman,como puedo unirme a santander woman
cuanto tiempo pasa hasta que te entregan el producto?,Cat_326,¿Cuánto tiempo lleva hasta que le entreguen el producto?,cuanto tiempo pasa hasta que te entregan el producto,cuanto tiempo lleva hasta que le entreguen el producto
necesito estado gestión,Cat_118,Necesito estado de gestión,necesito estado gestion,necesito estado de gestion
puedo solicitar un prestamo personal para hacer arreglos en mi casa?,Cat_228,¿Puedo solicitar un préstamo personal para hacer arreglos en mi casa?,puedo solicitar un prestamo personal para hacer arreglos en mi casa,puedo solicitar un prestamo personal para hacer arreglos en mi casa
queria saber como hago para pagar xq no m llega la boleta de la visa,Cat_342,Quería saber cómo puedo pagar porque la boleta de visado no llega,queria saber como hago para pagar xq no m llega la boleta de la visa,queria saber como puedo pagar porque la boleta de visado no llega
cuales son los ingresos necesarios para solicitar el super préstamo hipotecario uvas?,Cat_249,¿Cuál es el ingreso necesario para solicitar el préstamo hipotecario super uva?,cuales son los ingresos necesarios para solicitar el super prestamo hipotecario uvas,cual es el ingreso necesario para solicitar el prestamo hipotecario super uva
queria consultar por un prestamo personal,Cat_225,Quería pedir un préstamo personal,queria consultar por un prestamo personal,queria pedir un prestamo personal
quiero ingresar por telefono a superlinea y me dice constantemente documento incorrecto,Cat_147,Quiero ingresar a la superlínea por teléfono y constantemente me indica el documento incorrecto,quiero ingresar por telefono a superlinea y me dice constantemente documento incorrecto,quiero ingresar a la superlinea por telefono y constantemente me indica el documento incorrecto
ccomo deber hacer pagar cuenta tarjeta debitar,Cat_132,cómo hacer pagar la cuenta de la tarjeta de débito,ccomo deber hacer pagar cuenta tarjeta debitar,como hacer pagar la cuenta de la tarjeta de debito
quiero modificar la direccion de la tarjeta,Cat_103,Quiero cambiar la dirección de la tarjeta.,quiero modificar la direccion de la tarjeta,quiero cambiar la direccion de la tarjeta
nunca compré con débito. tengo que habilitar de alguna manera?,Cat_301,Nunca compré con débito. ¿Tengo que habilitarlo de alguna manera?,nunca compre con debito tengo que habilitar de alguna manera,nunca compre con debito tengo que habilitarlo de alguna manera
cómo puedo hacer para recuperar mi credencial ?,Cat_294,¿Cómo puedo recuperar mi credencial?,como puedo hacer para recuperar mi credencial,como puedo recuperar mi credencial
me podrán confirmar que me queda pendiente abonar al día de la fecha,Cat_99,Puedes confirmar que todavía tengo que pagar el día de la fecha,me podran confirmar que me queda pendiente abonar al dia de la fecha,puedes confirmar que todavia tengo que pagar el dia de la fecha
no me llegan las propuestas de santander sorpresa,Cat_321,las sorpresivas propuestas de santander no me llegan,no me llegan las propuestas de santander sorpresa,las sorpresivas propuestas de santander no me llegan
¿cuándo es la próxima licitación de letes/lebacs?,Cat_156,¿Cuándo se licitan los próximos letes / lebacs?,cuando es la proxima licitacion de letes lebacs,cuando se licitan los proximos letes lebacs
me entraron y me robaron la bicicleta  me cubre?,Cat_265,se metieron en mí y robaron la bicicleta me cubre?,me entraron y me robaron la bicicleta me cubre,se metieron en mi y robaron la bicicleta me cubre
deseo dar de baja la adhesion de pagos de edesur y metrogas de mi cuenta,Cat_292,Deseo cancelar la adhesión de pago de edesur y metrogas desde mi cuenta,deseo dar de baja la adhesion de pagos de edesur y metrogas de mi cuenta,deseo cancelar la adhesion de pago de edesur y metrogas desde mi cuenta
cambio premio por puntos superclub,Cat_322,premio de intercambio por puntos de super club,cambio premio por puntos superclub,premio de intercambio por puntos de super club
tengo más de puntos para canjear llego para alojamiento en algún hotel del pais?,Cat_322,"Tengo más puntos para canjear, ¿llego para alojamiento en un hotel en el país?",tengo mas de puntos para canjear llego para alojamiento en algun hotel del pais,tengo mas puntos para canjear llego para alojamiento en un hotel en el pais
cuando acreditan dividendos de aluar?,Cat_152,cuando acreditan dividendos aluar?,cuando acreditan dividendos de aluar,cuando acreditan dividendos aluar
quiero el traspaso de todo de florida a viamonte,Cat_65,"Quiero la transferencia de todo, desde florida a viamonte",quiero el traspaso de todo de florida a viamonte,quiero la transferencia de todo desde florida a viamonte
tienen seguros que contemplen bicicletas?,Cat_261,¿Tienes seguro de bicicleta?,tienen seguros que contemplen bicicletas,tienes seguro de bicicleta
y queria saber de los ccreditos pero necesito un poco más de lo que me figura en hombanking,Cat_196,y quería saber sobre los créditos pero necesito un poco más de lo que encuentro en,y queria saber de los ccreditos pero necesito un poco mas de lo que me figura en hombanking,y queria saber sobre los creditos pero necesito un poco mas de lo que encuentro en
cómo hago para realizar una transferencia al exterior?,Cat_36,¿Cómo puedo hacer una transferencia al extranjero?,como hago para realizar una transferencia al exterior,como puedo hacer una transferencia al extranjero
como me adhiero a women?,Cat_357,¿Cómo me uno a las mujeres?,como me adhiero a women,como me uno a las mujeres
necesito informacion sobre el estudio juridico donde paso mi deuda con santander rio,Cat_190,Necesito información sobre la firma de abogados donde gasto mi deuda con Santander Rio,necesito informacion sobre el estudio juridico donde paso mi deuda con santander rio,necesito informacion sobre la firma de abogados donde gasto mi deuda con santander rio
pasar numero telefono operación,Cat_147,pase el número de teléfono de la operación,pasar numero telefono operacion,pase el numero de telefono de la operacion
cual es el telefono de contacto,Cat_147,cual es el telefono de contacto,cual es el telefono de contacto,cual es el telefono de contacto
cambiar clave online banking,Cat_1,cambiar contraseña de banca en línea,cambiar clave online banking,cambiar contrasena de banca en linea
tarjeta recibo sueldo,Cat_337,tarjeta de recibo de pago,tarjeta recibo sueldo,tarjeta de recibo de pago
me llego un mail donde decia que no se habia registrado el pago de la tarjeta,Cat_193,Recibí un correo electrónico diciendo que el pago con tarjeta no había sido registrado,me llego un mail donde decia que no se habia registrado el pago de la tarjeta,recibi un correo electronico diciendo que el pago con tarjeta no habia sido registrado
quiero ver los consumos de mi amex y la página no anda.,Cat_117,Quiero ver el consumo de mi amex y la página no funciona.,quiero ver los consumos de mi amex y la pagina no anda,quiero ver el consumo de mi amex y la pagina no funciona
darle de alta a tarjeta,Cat_337,tarjeta de registro,darle de alta a tarjeta,tarjeta de registro
quiero desbloquear la clave para extraer dinero,Cat_288,Quiero desbloquear la llave para retirar dinero,quiero desbloquear la clave para extraer dinero,quiero desbloquear la llave para retirar dinero
a que telefono puedo comunicarme,Cat_147,¿Con qué teléfono me puedo comunicar?,a que telefono puedo comunicarme,con que telefono me puedo comunicar
online bankig identificarme generar clave,Cat_1,banca en línea identificarme generar contraseña,online bankig identificarme generar clave,banca en linea identificarme generar contrasena
denuncie mi tarjeta en cuanto tiempo me puede llegar,Cat_293,informar mi tarjeta tan pronto como me llegue,denuncie mi tarjeta en cuanto tiempo me puede llegar,informar mi tarjeta tan pronto como me llegue
crear clave,Cat_1,crear contraseña,crear clave,crear contrasena
como simulo el preacordado?,Cat_251,¿Cómo preorganizo?,como simulo el preacordado,como preorganizo
quisiera cargar el celular no se que opcion usar,Cat_132,"Me gustaría cargar el teléfono celular, no sé qué opción usar",quisiera cargar el celular no se que opcion usar,me gustaria cargar el telefono celular no se que opcion usar
aparece como que saque plata de mi cuenta por el cajero pero yo no fui,Cat_112,Parece que retiro dinero de mi cuenta a través del cajero automático pero no fui,aparece como que saque plata de mi cuenta por el cajero pero yo no fui,parece que retiro dinero de mi cuenta a traves del cajero automatico pero no fui
cuando tengo el credito aprobado y hay una casa para la posible compra. le tengo que avisar al banco para que vaya a tazarla,Cat_216,cuando tengo el crédito aprobado y hay una casa para la posible compra. Tengo que notificar al banco para que vaya a recogerlo.,cuando tengo el credito aprobado y hay una casa para la posible compra le tengo que avisar al banco para que vaya a tazarla,cuando tengo el credito aprobado y hay una casa para la posible compra tengo que notificar al banco para que vaya a recogerlo
el debito automatico de la tarjeta no se debitó a tiempo.,Cat_346,el débito automático de la tarjeta no se debitó a tiempo.,el debito automatico de la tarjeta no se debito a tiempo,el debito automatico de la tarjeta no se debito a tiempo
como puedo desconocer un gasto en mi visa,Cat_112,¿Cómo puedo ignorar un gasto en mi visa?,como puedo desconocer un gasto en mi visa,como puedo ignorar un gasto en mi visa
cuanto me cobra el banco por recibir un pago de afuera?,Cat_31,¿Cuánto me cobra el banco para recibir un pago externo?,cuanto me cobra el banco por recibir un pago de afuera,cuanto me cobra el banco para recibir un pago externo
como puedo comprar dolares?,Cat_166,¿Cómo puedo comprar dólares?,como puedo comprar dolares,como puedo comprar dolares
necesito confirmar los servicios que tengo adheridos al debito automatico,Cat_93,Necesito confirmar los servicios que he adjuntado al débito automático.,necesito confirmar los servicios que tengo adheridos al debito automatico,necesito confirmar los servicios que he adjuntado al debito automatico
necesito caja de seguridas,Cat_92,Necesito una caja fuerte,necesito caja de seguridas,necesito una caja fuerte
telefono american express consulta,Cat_147,consulta telefónica exprés americana,telefono american express consulta,consulta telefonica expres americana
soy clienta y queria saver si me dan un prestamo,Cat_248,Soy cliente y quería saber si me dan un préstamo.,soy clienta y queria saver si me dan un prestamo,soy cliente y queria saber si me dan un prestamo
querría saber si califico para el préstamo,Cat_248,Me gustaría saber si califico para el préstamo,querria saber si califico para el prestamo,me gustaria saber si califico para el prestamo
numero superlinea,Cat_147,número de superlínea,numero superlinea,numero de superlinea
credito disponible american,Cat_303,Crédito americano disponible,credito disponible american,credito americano disponible
donde aviso que se me rompió un artefacto asegurado?,Cat_265,¿Dónde noto que un dispositivo asegurado estaba roto?,donde aviso que se me rompio un artefacto asegurado,donde noto que un dispositivo asegurado estaba roto
puedo sacar un prestamo sin recibo de sueldo,Cat_233,¿Puedo obtener un préstamo sin un cheque de pago?,puedo sacar un prestamo sin recibo de sueldo,puedo obtener un prestamo sin un cheque de pago
